Device,Test Name,Test Status,Message(s),Test description,Test category
dc1-wan2,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc1-wan2,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc1-wan2,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc1-wan2,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc1-wan2,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc1-wan2,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc1-wan2,VerifySpecificIPSecConn,unset,,Verifies the IPv4 security connections.,Security
dc1-wan2,VerifyStunClientTranslation,unset,,Verifies the translation for a source address on a STUN client.,STUN
dc1-wan2,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc1-wan2,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf1a,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-leaf1a,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-leaf1a,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf1a,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-leaf1a,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf1a,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf1a,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf1a,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf1a,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf1a,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf1a,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf1a,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
dc2-leaf1a,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf1a,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
dc2-leaf1a,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf1a,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf1a,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf1b,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-leaf1b,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-leaf1b,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf1b,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-leaf1b,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf1b,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf1b,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf1b,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf1b,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf1b,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf1b,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf1b,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
dc2-leaf1b,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf1b,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
dc2-leaf1b,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf1b,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf1b,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf1c,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf1c,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf1c,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf1c,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf1c,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf1c,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf1c,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf1c,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf1c,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf1c,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf1c,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf1c,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf2a,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-leaf2a,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-leaf2a,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf2a,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-leaf2a,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf2a,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf2a,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf2a,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf2a,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf2a,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf2a,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf2a,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
dc2-leaf2a,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf2a,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
dc2-leaf2a,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf2a,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf2a,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf2b,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-leaf2b,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-leaf2b,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf2b,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-leaf2b,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf2b,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf2b,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf2b,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf2b,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf2b,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf2b,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf2b,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
dc2-leaf2b,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf2b,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
dc2-leaf2b,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf2b,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf2b,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf2c,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf2c,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf2c,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf2c,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf2c,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf2c,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf2c,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf2c,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf2c,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf2c,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf2c,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf2c,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf3a.arista.com,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-leaf3a.arista.com,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-leaf3a.arista.com,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf3a.arista.com,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-leaf3a.arista.com,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf3a.arista.com,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf3a.arista.com,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf3a.arista.com,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf3a.arista.com,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf3a.arista.com,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf3a.arista.com,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf3a.arista.com,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
dc2-leaf3a.arista.com,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf3a.arista.com,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
dc2-leaf3a.arista.com,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf3a.arista.com,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf3a.arista.com,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-leaf3b.arista.com,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-leaf3b.arista.com,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-leaf3b.arista.com,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-leaf3b.arista.com,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-leaf3b.arista.com,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-leaf3b.arista.com,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-leaf3b.arista.com,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-leaf3b.arista.com,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-leaf3b.arista.com,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-leaf3b.arista.com,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-leaf3b.arista.com,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-leaf3b.arista.com,VerifyMlagStatus,unset,,Verifies the health status of the MLAG configuration.,MLAG
dc2-leaf3b.arista.com,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-leaf3b.arista.com,VerifyRoutingTableEntry,unset,,Verifies that the provided routes are present in the routing table of a specified VRF.,Routing
dc2-leaf3b.arista.com,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-leaf3b.arista.com,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-leaf3b.arista.com,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-spine1,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-spine1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-spine1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-spine1,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-spine1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-spine1,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-spine1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-spine1,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-spine1,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-spine1,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-spine1,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-spine1,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-spine1,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-spine1,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-spine1,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
dc2-spine2,VerifyBGPPeerMPCaps,unset,,Verifies the multiprotocol capabilities of BGP peers.,BGP
dc2-spine2,VerifyBGPPeerSession,unset,,Verifies the session state of BGP IPv4 peers.,BGP
dc2-spine2,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
dc2-spine2,VerifyReachability,unset,,Test network reachability to one or many destination IP(s).,Connectivity
dc2-spine2,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
dc2-spine2,VerifyEnvironmentPower,unset,,Verifies the power supplies status.,Hardware
dc2-spine2,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
dc2-spine2,VerifyTemperature,unset,,Verifies if the device temperature is within acceptable limits.,Hardware
dc2-spine2,VerifyTransceiversManufacturers,unset,,Verifies if all the transceivers come from approved manufacturers.,Hardware
dc2-spine2,VerifyTransceiversTemperature,unset,,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
dc2-spine2,VerifyInterfacesStatus,unset,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
dc2-spine2,VerifyRoutingProtocolModel,unset,,Verifies the configured routing protocol model.,Routing
dc2-spine2,VerifyAPIHttpsSSL,unset,,Verifies if the eAPI has a valid SSL profile.,Security
dc2-spine2,VerifyNTP,unset,,Verifies if NTP is synchronised.,System
dc2-spine2,VerifyReloadCause,unset,,Verifies the last reload cause of the device.,System
